8;1;50308029;55,44504057500728;6076411;55,445040575007276;5930080;55,445040575007276;
8;1;1617268;47,53435467070331;3342452;47,53435467070331;4033639;47,53435467070331;
8;1;1204080;52,56005873329268;5054145;52,56005873329267;5113089;52,56005873329267;
8;1;994407;60,965212055413396;3758279;60,96521205541339;4091409;60,96521205541339;
8;1;956284;56,9168360991893;2421649;56,652048159595076;2599652;56,652048159595076;
8;1;755702;44,610947859507945;2207285;44,61094785950794;2204059;44,61094785950794;
8;0;824616;49,18558554619284;3741563;47,69639017333539;3850652;47,69639017333539;
8;1;578580;43,341497708270346;2700529;43,34149770827034;3567374;43,34149770827034;
8;1;439581;52,26433164897066;3910768;52,26433164897066;2231918;52,26433164897066;
8;0;385916;63,38686894797501;2403175;57,20873615938081;2272093;57,20873615938081;
8;1;342221;58,15344847992037;2120776;58,15344847992037;2340713;58,15344847992037;
8;0;343394;57,99221851160446;2492909;50,380243186293946;2414612;50,380243186293946;
8;1;283572;55,075548872810465;2133679;55,07554887281045;2300538;55,07554887281045;
8;1;337530;58,20930003673777;2122242;58,20930003673777;2258016;58,20930003673777;
8;1;457468;49,97872227972703;2868561;49,7259102431715;2239542;49,7259102431715;
8;1;372426;47,49950831904765;2172975;47,49950831904765;2321065;47,49950831904765;
8;1;358350;51,48138389661552;2104061;51,48138389661551;2187344;51,48138389661551;
8;1;351312;57,19165828898502;2160365;57,19165828898501;2307576;57,19165828898501;
8;1;322281;51,08660577519703;2254791;51,08660577519702;2210217;51,08660577519702;
8;0;374772;44,72033974827697;2133973;43,26082525819464;2411386;43,26082525819464;
8;0;331664;62,62028163113972;2135439;60,666098903966116;2621939;60,666098903966116;
8;1;370960;43,264581835607274;2364173;43,264581835607274;2375610;43,264581835607274;
8;1;337823;58,7218062230114;2244821;58,721806223011384;2265055;58,721806223011384;
8;1;345740;49,77946317887626;2175027;49,16727248848107;3170608;49,16727248848107;
8;1;340756;49,96037596376006;2215202;49,96037596376005;2213736;49,96037596376005;
8;0;372427;52,71630320538806;2227519;51,10987551169145;2500534;51,10987551169145;
8;0;492658;49,36887537614689;3374415;48,52148126190872;3258875;48,52148126190872;
8;0;358643;60,84768974142277;2111392;59,689938529859376;2451854;59,689938529859376;
8;1;378291;35,37833144735097;2353616;35,378331447350966;2602584;35,378331447350966;
